"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10701",130,"T1est.130","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",131,"T1est.131","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",132,"T1est.132","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",133,"T1est.133","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",134,"T1est.134","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",135,"T1est.135","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",136,"T1est.136","S",3,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10701",137,"T1est.137","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",138,"T1est.138","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",139,"T1est.139","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",140,"T1est.140","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",141,"T1est.141","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",142,"T1est.142","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",143,"T1est.143","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",144,"T1est.144","S",3,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10701",145,"T1est.145","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",146,"T1est.146","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",147,"T1est.147","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",148,"T1est.148","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",149,"T1est.149","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",150,"T1est.150","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",151,"T1est.151","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",152,"T1est.152","S",3,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10701",153,"T1est.153","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",154,"T1est.154","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",155,"T1est.155","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",156,"T1est.156","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",157,"T1est.157","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",158,"T1est.158","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",159,"T1est.159","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",160,"T1est.160","S",3,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10701",161,"T1est.161","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",162,"T1est.162","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",163,"T1est.163","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",164,"T1est.164","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",165,"T1est.165","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",166,"T1est.166","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",167,"T1est.167","D",4,"Renter occupied; AND has 1 or more of the 4 housing unit problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",168,"T1est.168","S",2,"Renter occupied; AND has none of the 4 housing unit problems","KIT=1 AND PLM=1 AND PPR<=1 AND 0<GRPI<=30",,
"S10701",169,"T1est.169","S",3,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10701",170,"T1est.170","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",171,"T1est.171","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",172,"T1est.172","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",173,"T1est.173","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",174,"T1est.174","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",175,"T1est.175","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",176,"T1est.176","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",177,"T1est.177","S",3,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10701",178,"T1est.178","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10701",179,"T1est.179","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10701",180,"T1est.180","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10701",181,"T1est.181","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10701",182,"T1est.182","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10701",183,"T1est.183","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10701",184,"T1est.184","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10701",185,"T1est.185","S",3,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10701",186,"T1est.186","D",4,"Renter occupied; AND has none of the 4 housing unit problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
